ID,Description,Score,Identity_Percent,Aligned_Length,Candidate_Length,Passed_Filter
UZF54643.1,UZF54643.1 hypothetical protein LH935_18105 [Gordonia polyisoprenivorans],26.0,71.43,7,118,True
CAD6514835.1,CAD6514835.1 conserved hypothetical protein [metagenome],23.0,71.43,7,273,True
GKS64492.1,GKS64492.1 hypothetical protein YTPLAS72_17960 [Nitrospira sp.],27.5,71.43,7,206,True
PXZ49099.1,PXZ49099.1 hypothetical protein DM483_15700 [Pseudomonas sp. SMT-1],24.0,71.43,7,160,True
OCN01427.1,OCN01427.1 hypothetical protein A7X67_02320 [Clostridium sp. W14A],27.0,71.43,7,195,True
WWV55324.1,WWV55324.1 hypothetical protein V0M98_34305 (plasmid) [Pseudomonas silesiensis],28.0,71.43,7,249,True
QBR70953.1,QBR70953.1 hypothetical protein CU048_06270 [Beijerinckiaceae bacterium],42.0,71.43,14,391,True
GKS64820.1,GKS64820.1 hypothetical protein YTPLAS72_21240 [Nitrospira sp.],27.0,71.43,7,139,True
GAA0861283.1,GAA0861283.1 hypothetical protein GCM10009115_03310 [Sphingopyxis soli],29.0,71.43,7,142,True
GAA0866454.1,GAA0866454.1 hypothetical protein GCM10009115_29320 [Sphingopyxis soli],26.0,71.43,7,207,True
KKB43159.1,KKB43159.1 hypothetical protein QY95_02145 [Bacillus thermotolerans],38.0,71.43,7,224,True
GKS65755.1,GKS65755.1 hypothetical protein YTPLAS72_30590 [Nitrospira sp.],26.0,71.43,7,199,True
GKS65728.1,GKS65728.1 hypothetical protein YTPLAS72_30320 [Nitrospira sp.],29.5,71.43,14,296,True
GKS65917.1,GKS65917.1 hypothetical protein YTPLAS72_32210 [Nitrospira sp.],25.5,71.43,7,180,True
QBR72291.1,QBR72291.1 hypothetical protein CU048_14530 [Beijerinckiaceae bacterium],29.0,71.43,7,136,True
UFN92566.1,UFN92566.1 hypothetical protein LF814_21470 [Micromonospora aurantiaca (nom. illeg.)],31.0,71.43,14,177,True
QHS92262.1,QHS92262.1 MAG: hypothetical protein [viral metagenome],26.0,71.43,7,173,True
GKS64849.1,GKS64849.1 hypothetical protein YTPLAS72_21530 [Nitrospira sp.],26.0,71.43,7,215,True
EIW88745.1,EIW88745.1 hypothetical protein AGRI_08165 [Alishewanella agri BL06],29.0,71.43,7,187,True
GKS66615.1,GKS66615.1 hypothetical protein YTPLAS73_01620 [Nitrosarchaeum sp.],28.0,71.43,7,263,True
GKS67322.1,GKS67322.1 hypothetical protein YTPLAS73_08690 [Nitrosarchaeum sp.],26.0,71.43,7,109,True
XYX33634.1,XYX33634.1 hypothetical protein ACSHT2_25605 [Bradyrhizobium sp. PUT101],37.0,71.43,14,216,True
UUD61946.1,UUD61946.1 hypothetical protein KK132_08910 [Bacillus velezensis],23.0,71.43,7,142,True
QHS92253.1,QHS92253.1 MAG: hypothetical protein [viral metagenome],29.0,70.59,17,226,True
RQP18527.1,RQP18527.1 MAG: hypothetical protein EAS52_05265 [Parapedobacter sp.],25.0,70.0,10,188,True
PCL92022.1,PCL92022.1 hypothetical protein CPZ30_14895 [Paenibacillus lautus],25.0,70.0,10,130,True
GAA4404151.1,GAA4404151.1 hypothetical protein GCM10023089_09430 [Quisquiliibacterium transsilvanicum],27.0,70.0,10,111,True
RQP17681.1,"RQP17681.1 MAG: hypothetical protein EAS49_10355, partial [Brucella intermedia]",33.0,70.0,10,161,True
GKS58001.1,GKS58001.1 hypothetical protein YTPLAS18_15280 [Nitrospira sp.],27.0,70.0,10,112,True
RQP18124.1,"RQP18124.1 MAG: hypothetical protein EAS52_06545, partial [Parapedobacter sp.]",26.0,70.0,10,198,True
CAD6368755.1,CAD6368755.1 conserved hypothetical protein [metagenome],37.0,70.0,10,181,True
OCN01034.1,OCN01034.1 hypothetical protein A7X67_01620 [Clostridium sp. W14A],30.0,70.0,10,244,True
RAT06214.1,RAT06214.1 hypothetical protein A6E22_14045 [Bacillus cereus],28.5,70.0,10,150,True
RQP10547.1,RQP10547.1 MAG: hypothetical protein EAS48_07235 [Chryseobacterium sp.],29.0,70.0,10,140,True
UHH29142.1,UHH29142.1 hypothetical protein LUW10_25275 [Pseudomonas veronii],31.0,70.0,10,200,True
WWV50447.1,WWV50447.1 hypothetical protein V0M98_28615 [Pseudomonas silesiensis],26.0,70.0,10,169,True
APC50357.1,APC50357.1 hypothetical protein BME96_18925 (plasmid) [Virgibacillus halodenitrificans],40.5,70.0,20,177,True
AJK89096.1,AJK89096.1 hypothetical protein HR49_19080 [Lysinibacillus fusiformis],29.0,70.0,10,538,True
XYX33239.1,XYX33239.1 hypothetical protein ACSHT2_23460 [Bradyrhizobium sp. PUT101],27.0,70.0,10,106,True
PCL93629.1,PCL93629.1 hypothetical protein CPZ30_09330 [Paenibacillus lautus],28.0,70.0,10,179,True
GKS67571.1,GKS67571.1 hypothetical protein YTPLAS73_11180 [Nitrosarchaeum sp.],35.0,70.0,10,388,True
WLI87994.1,WLI87994.1 hypothetical protein Q4S45_14740 [Massilia sp. R2A-15],28.0,70.0,10,110,True
APC49310.1,APC49310.1 hypothetical protein BME96_14400 [Virgibacillus halodenitrificans],27.0,70.0,10,138,True
WWV54748.1,WWV54748.1 hypothetical protein V0M98_38490 (plasmid) [Pseudomonas silesiensis],33.0,70.0,10,284,True
URF06860.1,URF06860.1 hypothetical protein M5D45_27705 [Cupriavidus campinensis],29.5,70.0,10,168,True
WLI91651.1,WLI91651.1 hypothetical protein Q4S45_11175 [Massilia sp. R2A-15],24.0,70.0,10,145,True
GAA0863278.1,GAA0863278.1 hypothetical protein GCM10009115_13270 [Sphingopyxis soli],29.5,70.0,10,186,True
CUR58632.1,CUR58632.1 conserved hypothetical protein [metagenome],29.0,70.0,10,135,True
RAS96973.1,RAS96973.1 hypothetical protein A6E21_03380 [Bacillus cereus],22.5,70.0,10,231,True
RQP09083.1,"RQP09083.1 MAG: hypothetical protein EAS52_24270, partial [Parapedobacter sp.]",24.5,70.0,10,116,True
PCL89334.1,PCL89334.1 hypothetical protein CPZ30_30020 [Paenibacillus lautus],33.5,69.23,13,244,True
GKS66187.1,GKS66187.1 hypothetical protein YTPLAS72_34910 [Nitrospira sp.],26.5,69.23,13,202,True
GKS62399.1,GKS62399.1 hypothetical protein YTPLAS21_18570 [Candidatus Nitrosocosmicus sp.],28.5,69.23,13,358,True
RAS94628.1,RAS94628.1 hypothetical protein A6E21_13770 [Bacillus cereus],35.0,69.23,13,278,True
OCN03235.1,OCN03235.1 hypothetical protein A7X67_12820 [Clostridium sp. W14A],23.0,69.23,13,123,True
GKS58146.1,GKS58146.1 hypothetical protein YTPLAS18_16730 [Nitrospira sp.],27.0,69.23,13,340,True
UHH28331.1,UHH28331.1 hypothetical protein LUW10_20965 [Pseudomonas veronii],33.0,69.23,13,104,True
GKS66958.1,GKS66958.1 hypothetical protein YTPLAS73_05050 [Nitrosarchaeum sp.],31.0,69.23,13,139,True
GFO83021.1,GFO83021.1 MAG: hypothetical protein A49_26480 [Methyloceanibacter sp.],27.0,69.23,13,106,True
UHH33038.1,UHH33038.1 hypothetical protein LUW10_14935 [Pseudomonas veronii],36.5,69.23,13,110,True
QRE83532.1,QRE83532.1 hypothetical protein F1734_20380 [Rhodococcus ruber],27.5,68.75,16,145,True
RAS96970.1,RAS96970.1 hypothetical protein A6E21_03360 [Bacillus cereus],28.0,68.75,16,141,True
GKS67430.1,GKS67430.1 hypothetical protein YTPLAS73_09770 [Nitrosarchaeum sp.],31.0,68.75,16,352,True
XYX36962.1,XYX36962.1 hypothetical protein ACSHT2_08175 [Bradyrhizobium sp. PUT101],29.0,68.75,16,125,True
GAA0866838.1,GAA0866838.1 hypothetical protein GCM10009115_32120 [Sphingopyxis soli],29.5,68.75,16,140,True
RQP17833.1,RQP17833.1 MAG: hypothetical protein EAS52_07495 [Parapedobacter sp.],31.0,68.75,16,258,True
UZF56904.1,UZF56904.1 hypothetical protein LH935_02530 [Gordonia polyisoprenivorans],37.5,68.42,19,170,True
GKS59404.1,GKS59404.1 hypothetical protein YTPLAS18_29310 [Nitrospira sp.],31.0,68.42,19,254,True
AHG22183.1,AHG22183.1 hypothetical protein Z042_23140 [Chania multitudinisentens RB-25],37.5,68.18,22,180,True
UNT43613.1,UNT43613.1 hypothetical protein MN200_02060 [Acinetobacter sp. LUNF3],25.0,66.67,6,111,True
AJK86947.1,AJK86947.1 hypothetical protein HR49_07115 [Lysinibacillus fusiformis],25.0,66.67,6,132,True
GAB6180297.1,GAB6180297.1 hypothetical protein JCM14036_16160 [Desulfotomaculum defluvii],34.0,66.67,12,234,True
GKS66104.1,GKS66104.1 hypothetical protein YTPLAS72_34080 [Nitrospira sp.],25.0,66.67,9,135,True
GAB6180828.1,GAB6180828.1 hypothetical protein JCM14036_21470 [Desulfotomaculum defluvii],22.0,66.67,6,124,True
RQP13906.1,RQP13906.1 MAG: hypothetical protein EAS48_02810 [Chryseobacterium sp.],26.0,66.67,6,127,True
RQP13824.1,"RQP13824.1 MAG: hypothetical protein EAS52_18755, partial [Parapedobacter sp.]",24.0,66.67,6,104,True
APC47748.1,APC47748.1 hypothetical protein BME96_06000 [Virgibacillus halodenitrificans],30.0,66.67,9,188,True
RQP12475.1,RQP12475.1 MAG: hypothetical protein EAS51_02640 [Microbacteriaceae bacterium],24.0,66.67,9,138,True
GAB6179355.1,GAB6179355.1 hypothetical protein JCM14036_06740 [Desulfotomaculum defluvii],28.0,66.67,9,291,True
GFO81679.1,GFO81679.1 MAG: hypothetical protein A49_13060 [Methyloceanibacter sp.],22.0,66.67,6,134,True
GFO81515.1,GFO81515.1 MAG: hypothetical protein A49_11420 [Methyloceanibacter sp.],26.0,66.67,6,113,True
URF07528.1,URF07528.1 hypothetical protein M5D45_20230 [Cupriavidus campinensis],32.0,66.67,12,246,True
RAT01577.1,RAT01577.1 hypothetical protein A6E22_21135 [Bacillus cereus],24.0,66.67,6,119,True
WWV54775.1,WWV54775.1 hypothetical protein V0M98_38625 (plasmid) [Pseudomonas silesiensis],31.0,66.67,9,157,True
RQP11629.1,RQP11629.1 MAG: hypothetical protein EAS52_21370 [Parapedobacter sp.],30.0,66.67,15,116,True
URF06105.1,URF06105.1 hypothetical protein M5D45_23495 [Cupriavidus campinensis],24.0,66.67,6,107,True
KGP86914.1,KGP86914.1 hypothetical protein P363_0114885 [Paenibacillus sp. MAEPY1],27.5,66.67,9,144,True
KGP80979.1,KGP80979.1 hypothetical protein P363_0129150 [Paenibacillus sp. MAEPY1],20.0,66.67,6,110,True
KGP87048.1,KGP87048.1 hypothetical protein P363_0114005 [Paenibacillus sp. MAEPY1],22.0,66.67,6,122,True
RAS92082.1,RAS92082.1 hypothetical protein A6E21_22385 [Bacillus cereus],28.0,66.67,6,173,True
WLI87647.1,WLI87647.1 hypothetical protein Q4S45_12940 [Massilia sp. R2A-15],34.5,66.67,15,228,True
WWV54358.1,WWV54358.1 hypothetical protein V0M98_36480 (plasmid) [Pseudomonas silesiensis],25.0,66.67,9,122,True
UHH28188.1,UHH28188.1 hypothetical protein LUW10_20195 [Pseudomonas veronii],27.0,66.67,6,101,True
KGP77787.1,KGP77787.1 hypothetical protein P364_0131475 [Paenibacillus sp. MAEPY2],28.5,66.67,9,141,True
WWV49663.1,WWV49663.1 hypothetical protein V0M98_24415 [Pseudomonas silesiensis],19.0,66.67,6,104,True
QTR00409.1,QTR00409.1 hypothetical protein J9247_12735 [Pseudomonas aeruginosa],27.0,66.67,9,162,True
AHG22787.1,AHG22787.1 hypothetical protein Z042_13075 [Chania multitudinisentens RB-25],27.0,66.67,6,236,True
CUR55030.1,CUR55030.1 hypothetical protein NOCA2220221 [metagenome],25.0,66.67,6,105,True
RAT03455.1,RAT03455.1 hypothetical protein A6E22_18440 [Bacillus cereus],26.0,66.67,9,152,True
RAT05010.1,RAT05010.1 hypothetical protein A6E22_16140 [Bacillus cereus],30.0,66.67,6,144,True
QTQ95416.1,QTQ95416.1 hypothetical protein J9247_16960 [Pseudomonas aeruginosa],25.0,66.67,6,122,True
AHB77213.1,AHB77213.1 hypothetical protein X636_18465 [Pandoraea pnomenusa],23.0,66.67,9,107,True
EIW88202.1,EIW88202.1 hypothetical protein AGRI_13401 [Alishewanella agri BL06],28.0,66.67,6,156,True
AJK89316.1,AJK89316.1 hypothetical protein HR49_20285 [Lysinibacillus fusiformis],31.5,66.67,12,383,True
CUR56369.1,CUR56369.1 conserved hypothetical protein [metagenome],34.5,66.67,12,194,True
GKS59876.1,GKS59876.1 hypothetical protein YTPLAS18_34030 [Nitrospira sp.],29.0,66.67,9,233,True
RQP04760.1,RQP04760.1 MAG: hypothetical protein D1H97_16375 [Paracoccus sp. BP8],26.5,66.67,12,292,True
RAT14021.1,RAT14021.1 hypothetical protein A6E22_00775 [Bacillus cereus],27.0,66.67,6,126,True
RAT12211.1,RAT12211.1 hypothetical protein A6E22_03095 [Bacillus cereus],32.0,66.67,9,270,True
CUR58565.1,CUR58565.1 conserved membrane hypothetical protein [metagenome],32.0,66.67,12,119,True
GKS67575.1,GKS67575.1 hypothetical protein YTPLAS73_11220 [Nitrosarchaeum sp.],29.0,66.67,9,274,True
EIW89048.1,EIW89048.1 hypothetical protein AGRI_09680 [Alishewanella agri BL06],28.0,66.67,9,122,True
CAD6514454.1,CAD6514454.1 conserved exported hypothetical protein [metagenome],34.0,66.67,9,172,True
GKS60852.1,GKS60852.1 hypothetical protein YTPLAS21_03100 [Candidatus Nitrosocosmicus sp.],22.0,66.67,6,101,True
GKS66325.1,GKS66325.1 hypothetical protein YTPLAS72_36290 [Nitrospira sp.],22.0,66.67,6,100,True
GKS66352.1,GKS66352.1 hypothetical protein YTPLAS72_36560 [Nitrospira sp.],27.0,66.67,9,109,True
AHB74033.1,AHB74033.1 hypothetical protein X636_00130 [Pandoraea pnomenusa],29.0,66.67,12,100,True
AHB75693.1,AHB75693.1 hypothetical protein X636_09715 [Pandoraea pnomenusa],26.0,66.67,6,116,True
AHB76505.1,AHB76505.1 hypothetical protein X636_14415 [Pandoraea pnomenusa],37.5,66.67,12,204,True
URF03852.1,URF03852.1 hypothetical protein M5D45_15330 [Cupriavidus campinensis],22.0,66.67,6,130,True
UZF56056.1,UZF56056.1 hypothetical protein LH935_25810 [Gordonia polyisoprenivorans],24.0,66.67,6,102,True
AHB06663.1,AHB06663.1 hypothetical protein U875_15935 [Pandoraea pnomenusa 3kgm],23.0,66.67,9,107,True
WLI88468.1,WLI88468.1 hypothetical protein Q4S45_17295 [Massilia sp. R2A-15],32.0,66.67,12,100,True
QTQ99408.1,QTQ99408.1 hypothetical protein J9247_07475 [Pseudomonas aeruginosa],23.0,66.67,6,108,True
EIW89907.1,EIW89907.1 hypothetical protein AGRI_03404 [Alishewanella agri BL06],27.0,66.67,6,143,True
KKB40060.1,KKB40060.1 hypothetical protein QY95_01932 [Bacillus thermotolerans],23.0,66.67,6,150,True
KGP79899.1,KGP79899.1 hypothetical protein P364_0120840 [Paenibacillus sp. MAEPY2],22.0,66.67,6,122,True
KKB40487.1,KKB40487.1 hypothetical protein QY95_01482 [Bacillus thermotolerans],25.0,66.67,6,133,True
GFO83034.1,GFO83034.1 MAG: hypothetical protein A49_26610 [Methyloceanibacter sp.],24.0,66.67,6,101,True
KGO97959.1,"KGO97959.1 hypothetical protein N791_04450, partial [Lysobacter defluvii IMMIB APB-9 = DSM 18482]",31.5,66.67,18,120,True
OCN02210.1,OCN02210.1 hypothetical protein A7X67_15630 [Clostridium sp. W14A],33.0,66.67,12,405,True
KKB43668.1,KKB43668.1 hypothetical protein QY96_00736 [Bacillus thermotolerans],23.0,66.67,6,150,True
GKS61214.1,GKS61214.1 hypothetical protein YTPLAS21_06720 [Candidatus Nitrosocosmicus sp.],26.5,66.67,9,181,True
GKS61187.1,GKS61187.1 hypothetical protein YTPLAS21_06450 [Candidatus Nitrosocosmicus sp.],25.0,66.67,6,124,True
WWV55151.1,WWV55151.1 hypothetical protein V0M98_33430 (plasmid) [Pseudomonas silesiensis],30.0,66.67,6,110,True
RAS94981.1,RAS94981.1 hypothetical protein A6E21_11815 [Bacillus cereus],24.0,66.67,6,119,True
XZG88637.1,XZG88637.1 hypothetical protein ACTT2I_18990 [Stenotrophomonas sp. PUT21],32.0,66.67,9,136,True
RQP16584.1,"RQP16584.1 MAG: hypothetical protein EAS52_11345, partial [Parapedobacter sp.]",26.0,66.67,9,225,True
OCN02766.1,OCN02766.1 hypothetical protein A7X67_02605 [Clostridium sp. W14A],25.0,66.67,9,141,True
GKS59705.1,GKS59705.1 hypothetical protein YTPLAS18_32320 [Nitrospira sp.],27.0,66.67,6,140,True
PXZ47486.1,PXZ47486.1 hypothetical protein DM483_20240 [Pseudomonas sp. SMT-1],32.0,66.67,9,476,True
PXZ48538.1,PXZ48538.1 hypothetical protein DM483_17380 [Pseudomonas sp. SMT-1],26.0,66.67,6,153,True
RAS95997.1,RAS95997.1 hypothetical protein A6E21_07505 [Bacillus cereus],24.0,66.67,6,142,True
GKS58185.1,GKS58185.1 hypothetical protein YTPLAS18_17120 [Nitrospira sp.],37.5,66.67,12,195,True
RQP15641.1,RQP15641.1 MAG: hypothetical protein EAS52_14455 [Parapedobacter sp.],33.0,66.67,9,215,True
GKS63283.1,GKS63283.1 hypothetical protein YTPLAS72_05870 [Nitrospira sp.],39.0,66.67,12,116,True
OCN03413.1,OCN03413.1 hypothetical protein A7X67_11045 [Clostridium sp. W14A],25.0,66.67,6,150,True
UFN96280.1,UFN96280.1 hypothetical protein LF814_09155 [Micromonospora aurantiaca (nom. illeg.)],29.0,66.67,6,123,True
GKS63021.1,GKS63021.1 hypothetical protein YTPLAS72_03250 [Nitrospira sp.],29.0,66.67,9,136,True
APC48766.1,APC48766.1 hypothetical protein BME96_11460 [Virgibacillus halodenitrificans],22.0,66.67,6,126,True
UFN96796.1,UFN96796.1 hypothetical protein LF814_11960 [Micromonospora aurantiaca (nom. illeg.)],21.0,66.67,6,114,True
RQP13968.1,RQP13968.1 MAG: hypothetical protein EAS48_02630 [Chryseobacterium sp.],30.0,66.67,9,107,True
GFO82934.1,GFO82934.1 MAG: hypothetical protein A49_25610 [Methyloceanibacter sp.],27.5,66.67,12,168,True
RAT00039.1,RAT00039.1 hypothetical protein A6E22_23300 [Bacillus cereus],23.5,66.67,12,231,True
GKS64315.1,GKS64315.1 hypothetical protein YTPLAS72_16190 [Nitrospira sp.],30.0,66.67,9,221,True
GFO82338.1,GFO82338.1 MAG: hypothetical protein A49_19650 [Methyloceanibacter sp.],26.0,66.67,6,110,True
KKB39020.1,KKB39020.1 hypothetical protein QY95_02460 [Bacillus thermotolerans],24.0,66.67,9,125,True
KKB42886.1,KKB42886.1 hypothetical protein QY96_01231 [Bacillus thermotolerans],25.0,66.67,6,133,True
QBR70887.1,QBR70887.1 hypothetical protein CU048_05885 [Beijerinckiaceae bacterium],26.0,66.67,9,105,True
GKS64882.1,GKS64882.1 hypothetical protein YTPLAS72_21860 [Nitrospira sp.],25.0,66.67,6,119,True
GKS64383.1,GKS64383.1 hypothetical protein YTPLAS72_16870 [Nitrospira sp.],27.0,66.67,9,109,True
KKB41681.1,KKB41681.1 hypothetical protein QY96_01918 [Bacillus thermotolerans],22.5,66.67,12,108,True
KYC29368.1,KYC29368.1 hypothetical protein ACY05_02260 [Sterolibacterium denitrificans],38.0,66.67,12,189,True
KYC29208.1,KYC29208.1 hypothetical protein ACY05_01215 [Sterolibacterium denitrificans],35.0,66.67,15,127,True
GKS66015.1,GKS66015.1 hypothetical protein YTPLAS72_33190 [Nitrospira sp.],26.0,66.67,6,135,True
OCN00392.1,OCN00392.1 hypothetical protein A7X67_02055 [Clostridium sp. W14A],32.0,66.67,9,218,True
KGO99648.1,KGO99648.1 hypothetical protein N791_02820 [Lysobacter defluvii IMMIB APB-9 = DSM 18482],26.0,66.67,9,152,True
OCN00841.1,OCN00841.1 hypothetical protein A7X67_08080 [Clostridium sp. W14A],39.5,66.67,12,346,True
KGP79311.1,KGP79311.1 hypothetical protein P364_0124755 [Paenibacillus sp. MAEPY2],27.5,66.67,9,144,True
QBR70410.1,QBR70410.1 hypothetical protein CU048_02980 [Beijerinckiaceae bacterium],24.0,66.67,9,249,True
KKB40873.1,KKB40873.1 hypothetical protein QY96_02251 [Bacillus thermotolerans],24.0,66.67,9,125,True
KKB40731.1,KKB40731.1 hypothetical protein QY95_01305 [Bacillus thermotolerans],22.5,66.67,12,108,True
KGP79566.1,KGP79566.1 hypothetical protein P363_0131040 [Paenibacillus sp. MAEPY1],28.5,66.67,9,141,True
GFO83094.1,GFO83094.1 MAG: hypothetical protein A49_27210 [Methyloceanibacter sp.],31.0,66.67,15,229,True
RAS90261.1,RAS90261.1 hypothetical protein A6E21_26140 [Bacillus cereus],24.0,66.67,12,147,True
GAA4401248.1,GAA4401248.1 hypothetical protein GCM10023089_02580 [Quisquiliibacterium transsilvanicum],29.0,66.67,9,123,True
PCL91737.1,PCL91737.1 hypothetical protein CPZ30_17755 [Paenibacillus lautus],22.0,66.67,6,153,True
PCL91880.1,PCL91880.1 hypothetical protein CPZ30_14115 [Paenibacillus lautus],32.0,66.67,15,120,True
XYX33628.1,XYX33628.1 hypothetical protein ACSHT2_25570 [Bradyrhizobium sp. PUT101],29.0,66.67,9,184,True
GKS66725.1,GKS66725.1 hypothetical protein YTPLAS73_02720 [Nitrosarchaeum sp.],24.0,66.67,6,174,True
KGP82909.1,KGP82909.1 hypothetical protein P364_0111065 [Paenibacillus sp. MAEPY2],20.0,66.67,6,110,True
CUR60626.1,CUR60626.1 conserved hypothetical protein [metagenome],28.0,66.67,9,108,True
CAD6368857.1,CAD6368857.1 conserved hypothetical protein [metagenome],24.0,66.67,9,124,True
GKS67428.1,GKS67428.1 hypothetical protein YTPLAS73_09750 [Nitrosarchaeum sp.],25.0,66.67,6,137,True
GKS67717.1,GKS67717.1 hypothetical protein YTPLAS73_12640 [Nitrosarchaeum sp.],23.0,66.67,6,156,True
GKS67769.1,GKS67769.1 hypothetical protein YTPLAS73_13160 [Nitrosarchaeum sp.],29.5,66.67,9,112,True
WWV54505.1,WWV54505.1 hypothetical protein V0M98_37240 (plasmid) [Pseudomonas silesiensis],27.0,66.67,6,189,True
WWV54444.1,WWV54444.1 hypothetical protein V0M98_36930 (plasmid) [Pseudomonas silesiensis],27.0,66.67,6,180,True
UFN95280.1,UFN95280.1 hypothetical protein LF814_03675 [Micromonospora aurantiaca (nom. illeg.)],29.0,66.67,12,163,True
RAT06042.1,RAT06042.1 hypothetical protein A6E22_14335 [Bacillus cereus],30.0,66.67,9,293,True
GKS57591.1,GKS57591.1 hypothetical protein YTPLAS18_11180 [Nitrospira sp.],29.0,66.67,9,170,True
UFN95301.1,UFN95301.1 hypothetical protein LF814_03815 [Micromonospora aurantiaca (nom. illeg.)],24.0,66.67,6,122,True
XZG90280.1,XZG90280.1 hypothetical protein ACTT2I_08135 [Stenotrophomonas sp. PUT21],21.0,66.67,6,103,True
UFN92520.1,UFN92520.1 hypothetical protein LF814_21215 [Micromonospora aurantiaca (nom. illeg.)],40.5,66.67,12,116,True
AJK89419.1,AJK89419.1 hypothetical protein HR49_20890 [Lysinibacillus fusiformis],29.5,65.38,26,127,True
GAA4412154.1,GAA4412154.1 hypothetical protein GCM10023089_28570 [Quisquiliibacterium transsilvanicum],43.0,65.38,26,361,True
GKS61589.1,GKS61589.1 hypothetical protein YTPLAS21_10470 [Candidatus Nitrosocosmicus sp.],45.0,65.0,20,218,True
GAA4400621.1,GAA4400621.1 hypothetical protein GCM10023089_01050 [Quisquiliibacterium transsilvanicum],45.0,65.0,20,255,True
KKB33983.1,KKB33983.1 hypothetical protein QY95_04100 [Bacillus thermotolerans],33.0,64.71,17,301,True
AHB06362.1,AHB06362.1 hypothetical protein U875_14120 [Pandoraea pnomenusa 3kgm],29.0,64.71,17,136,True
RQP04056.1,RQP04056.1 MAG: hypothetical protein D1H97_19980 [Paracoccus sp. BP8],25.5,64.71,17,159,True
OCN02462.1,OCN02462.1 hypothetical protein A7X67_15225 [Clostridium sp. W14A],32.5,64.71,17,224,True
