ID,Average_pLDDT,Num_Residues,Min_pLDDT,Max_pLDDT,Category,Status
UFN92546.1,96.29,237,88.0,99.0,Very High,Passed
UFN92566.1,77.55,177,38.0,94.0,High,Passed
UFN92569.1,58.04,141,45.0,79.0,Low,Failed
UFN92593.1,81.98,218,39.0,98.0,High,Passed
UFN92822.1,86.11,321,32.0,98.0,High,Passed
UFN92974.1,94.55,211,54.0,99.0,Very High,Passed
UFN93043.1,80.0,302,49.0,98.0,High,Passed
UFN93045.1,72.38,120,32.0,94.0,High,Passed
UFN93164.1,49.08,131,30.0,70.0,Very Low,Failed
UFN93216.1,33.32,117,25.0,52.0,Very Low,Failed
UFN93799.1,59.88,164,39.0,88.0,Low,Failed
UFN94197.1,77.25,165,43.0,92.0,High,Passed
UFN94304.1,85.86,231,59.0,98.0,High,Passed
UFN94398.1,83.93,254,48.0,97.0,High,Passed
UFN94410.1,80.38,189,42.0,97.0,High,Passed
UFN94417.1,74.61,173,35.0,94.0,High,Passed
UFN94725.1,62.57,299,41.0,85.0,Low,Failed
UFN94749.1,89.74,242,63.0,99.0,High,Passed
UFN94781.1,85.24,248,53.0,98.0,High,Passed
UFN94866.1,87.45,286,48.0,98.0,High,Passed
UFN94959.1,93.25,216,79.0,98.0,Very High,Passed
UFN95324.1,79.47,276,57.0,96.0,High,Passed
UFN95439.1,45.4,141,27.0,85.0,Very Low,Failed
UFN95457.1,95.6,342,77.0,99.0,Very High,Passed
UFN95755.1,85.28,323,43.0,98.0,High,Passed
UFN95871.1,65.18,173,37.0,90.0,Low,Failed
UFN96326.1,63.85,230,32.0,89.0,Low,Failed
UFN96360.1,78.15,325,33.0,98.0,High,Passed
UFN96424.1,82.1,369,25.0,98.0,High,Passed
UFN96551.1,90.7,286,68.0,98.0,Very High,Passed
UFN96606.1,90.78,199,60.0,98.0,Very High,Passed
UFN96765.1,88.57,326,60.0,99.0,High,Passed
UFN96870.1,77.9,342,31.0,97.0,High,Passed
UFN96926.1,63.86,343,28.0,91.0,Low,Failed
UFN96941.1,88.36,148,72.0,94.0,High,Passed
UFN97006.1,75.98,345,47.0,98.0,High,Passed
UFN97118.1,83.85,326,53.0,97.0,High,Passed
UFN97188.1,90.28,277,46.0,98.0,Very High,Passed
UFN97849.1,96.43,218,82.0,99.0,Very High,Passed
UFN97865.1,66.16,123,49.0,80.0,Low,Failed
UHH27913.1,89.64,299,49.0,99.0,High,Passed
UHH28330.1,68.53,119,36.0,86.0,Low,Failed
UHH28340.1,44.46,141,28.0,61.0,Very Low,Failed
UHH28699.1,35.31,102,26.0,41.0,Very Low,Failed
UHH29339.1,80.58,118,49.0,95.0,High,Passed
UHH29470.1,96.7,254,62.0,99.0,Very High,Passed
UHH29771.1,63.16,158,37.0,86.0,Low,Failed
UHH30126.1,55.09,358,26.0,89.0,Low,Failed
UHH30311.1,78.0,140,51.0,91.0,High,Passed
UHH30681.1,62.44,315,31.0,90.0,Low,Failed
UHH30931.1,77.41,186,57.0,92.0,High,Passed
UHH31434.1,42.12,109,32.0,54.0,Very Low,Failed
UHH32105.1,89.2,123,43.0,97.0,High,Passed
UHH32120.1,82.32,109,48.0,95.0,High,Passed
UHH32208.1,86.98,250,63.0,97.0,High,Passed
UHH32733.1,65.21,315,33.0,94.0,Low,Failed
UHH33322.1,55.26,278,29.0,90.0,Low,Failed
UHH33366.1,37.96,128,27.0,72.0,Very Low,Failed
UHH33384.1,46.43,161,32.0,71.0,Very Low,Failed
UHH33433.1,61.54,344,25.0,97.0,Low,Failed
UHH33434.1,62.56,120,38.0,80.0,Low,Failed
UNT41859.1,79.07,265,38.0,98.0,High,Passed
UNT42039.1,86.8,301,53.0,98.0,High,Passed
UNT42190.1,69.57,141,42.0,85.0,Low,Failed
UNT42217.1,68.16,116,37.0,89.0,Low,Failed
UNT42279.1,79.12,221,42.0,97.0,High,Passed
UNT42461.1,45.65,283,23.0,82.0,Very Low,Failed
UNT42863.1,44.04,124,24.0,84.0,Very Low,Failed
UNT43241.1,44.99,120,27.0,68.0,Very Low,Failed
UNT43364.1,61.92,129,33.0,87.0,Low,Failed
UNT44009.1,94.91,308,60.0,99.0,Very High,Passed
UNT44917.1,75.19,135,34.0,91.0,High,Passed
URF02678.1,74.31,286,33.0,98.0,High,Passed
URF02768.1,77.74,223,47.0,93.0,High,Passed
URF02769.1,50.11,384,23.0,92.0,Low,Failed
URF02820.1,58.29,158,27.0,78.0,Low,Failed
URF03201.1,61.49,168,35.0,84.0,Low,Failed
URF03443.1,34.93,163,25.0,50.0,Very Low,Failed
URF03444.1,40.72,197,25.0,94.0,Very Low,Failed
URF03772.1,79.94,358,37.0,99.0,High,Passed
URF03934.1,90.63,375,50.0,99.0,Very High,Passed
URF03936.1,84.15,339,49.0,99.0,High,Passed
URF03965.1,84.11,384,42.0,98.0,High,Passed
URF04128.1,92.23,227,56.0,99.0,Very High,Passed
URF04171.1,41.74,120,27.0,59.0,Very Low,Failed
URF04234.1,45.97,146,38.0,60.0,Very Low,Failed
RQP13829.1,80.85,235,46.0,97.0,High,Passed
UFN95438.1,74.57,113,41.0,89.0,High,Passed
UFN96782.1,84.97,378,37.0,98.0,High,Passed
URF04345.1,85.05,288,49.0,98.0,High,Passed
URF04347.1,82.84,369,37.0,98.0,High,Passed
URF04388.1,49.51,134,36.0,76.0,Very Low,Failed
URF04870.1,80.88,179,48.0,96.0,High,Passed
URF04883.1,56.2,103,41.0,79.0,Low,Failed
URF05040.1,50.3,113,29.0,84.0,Low,Failed
URF05058.1,54.75,298,24.0,92.0,Low,Failed
URF05282.1,67.65,169,26.0,87.0,Low,Failed
URF05611.1,82.52,178,47.0,97.0,High,Passed
URF05691.1,87.13,332,46.0,98.0,High,Passed
URF06106.1,53.21,211,25.0,89.0,Low,Failed
URF06219.1,40.54,138,30.0,73.0,Very Low,Failed
URF06402.1,60.63,102,41.0,74.0,Low,Failed
URF06530.1,96.16,381,38.0,99.0,Very High,Passed
URF07215.1,80.21,139,46.0,94.0,High,Passed
URF07388.1,95.94,217,79.0,98.0,Very High,Passed
URF07462.1,84.92,379,54.0,99.0,High,Passed
URF07638.1,59.4,124,42.0,79.0,Low,Failed
URF07980.1,57.63,113,41.0,69.0,Low,Failed
URF08003.1,70.42,166,36.0,89.0,High,Passed
URF08073.1,78.97,153,40.0,92.0,High,Passed
URF08089.1,89.19,306,47.0,99.0,High,Passed
URF08123.1,90.09,354,59.0,98.0,Very High,Passed
URF08213.1,79.17,312,28.0,97.0,High,Passed
URF08228.1,44.09,183,23.0,76.0,Very Low,Failed
UUD58724.1,94.12,200,82.0,99.0,Very High,Passed
UUD59611.1,79.25,140,43.0,90.0,High,Passed
UUD59866.1,86.41,241,52.0,96.0,High,Passed
UUD60248.1,86.92,387,47.0,98.0,High,Passed
UUD60249.1,89.83,249,53.0,99.0,High,Passed
UUD60489.1,87.03,316,52.0,98.0,High,Passed
UUD61125.1,51.87,223,36.0,78.0,Low,Failed
UUD61193.1,41.78,117,34.0,60.0,Very Low,Failed
UUD61549.1,94.75,345,65.0,99.0,Very High,Passed
UUD61929.1,64.45,143,30.0,87.0,Low,Failed
UUD61982.1,80.72,271,38.0,96.0,High,Passed
UZF53849.1,92.09,207,67.0,99.0,Very High,Passed
UZF53880.1,75.29,193,45.0,93.0,High,Passed
UZF53943.1,88.57,344,55.0,98.0,High,Passed
UZF53966.1,92.01,396,55.0,98.0,Very High,Passed
UZF53980.1,90.34,374,55.0,99.0,Very High,Passed
UZF54063.1,85.96,314,54.0,98.0,High,Passed
UZF54184.1,90.59,333,54.0,99.0,Very High,Passed
UZF54228.1,60.04,167,42.0,83.0,Low,Failed
UZF54256.1,77.35,184,40.0,97.0,High,Passed
UZF54286.1,89.57,346,46.0,99.0,High,Passed
UZF54299.1,87.55,305,42.0,98.0,High,Passed
UZF54328.1,61.64,166,39.0,80.0,Low,Failed
UZF54333.1,89.23,273,64.0,99.0,High,Passed
UZF54576.1,66.55,337,34.0,95.0,Low,Failed
UZF55127.1,79.5,362,51.0,98.0,High,Passed
UZF55190.1,79.72,309,55.0,92.0,High,Passed
UZF55287.1,93.44,205,70.0,98.0,Very High,Passed
UZF55313.1,80.51,230,47.0,98.0,High,Passed
UZF55396.1,49.97,273,22.0,84.0,Very Low,Failed
UZF55465.1,86.93,142,40.0,96.0,High,Passed
UZF55688.1,78.95,399,35.0,98.0,High,Passed
UZF55733.1,79.01,112,36.0,92.0,High,Passed
UZF55742.1,95.12,277,65.0,99.0,Very High,Passed
UZF55950.1,76.43,152,44.0,91.0,High,Passed
UZF56195.1,74.25,251,42.0,98.0,High,Passed
UZF56337.1,76.14,375,36.0,97.0,High,Passed
UZF56608.1,73.78,157,30.0,93.0,High,Passed
UZF56689.1,78.64,278,41.0,93.0,High,Passed
UZF56766.1,55.91,284,33.0,87.0,Low,Failed
UZF56857.1,58.79,150,38.0,89.0,Low,Failed
UZF56875.1,59.32,295,30.0,95.0,Low,Failed
UZF56904.1,77.54,170,45.0,91.0,High,Passed
UZF56954.1,32.59,167,23.0,70.0,Very Low,Failed
UZF57000.1,71.12,222,37.0,96.0,High,Passed
UZF57126.1,93.34,358,59.0,99.0,Very High,Passed
UZF57260.1,86.98,328,45.0,99.0,High,Passed
UZF57269.1,60.93,170,32.0,86.0,Low,Failed
UZF57465.1,91.46,338,45.0,99.0,Very High,Passed
UZF57551.1,93.01,295,60.0,99.0,Very High,Passed
UZF57696.1,87.74,223,49.0,99.0,High,Passed
UZF57720.1,59.09,140,37.0,78.0,Low,Failed
UZF57723.1,92.87,210,72.0,99.0,Very High,Passed
UZF57743.1,82.54,367,41.0,98.0,High,Passed
UZF58013.1,90.8,318,51.0,98.0,Very High,Passed
UZF58072.1,77.82,347,39.0,98.0,High,Passed
UZF58451.1,85.5,210,40.0,97.0,High,Passed
UZF58490.1,80.72,360,32.0,96.0,High,Passed
UZF58541.1,84.99,183,54.0,98.0,High,Passed
UZF59043.1,72.9,157,43.0,90.0,High,Passed
UZF59075.1,93.09,309,57.0,99.0,Very High,Passed
UZF59150.1,69.63,286,34.0,92.0,Low,Failed
UZF59271.1,79.12,282,55.0,98.0,High,Passed
UZF59280.1,79.91,220,43.0,95.0,High,Passed
UZF59281.1,78.92,131,42.0,92.0,High,Passed
UZF59285.1,80.05,335,44.0,96.0,High,Passed
UZF59293.1,64.94,107,37.0,86.0,Low,Failed
UZF59342.1,75.32,264,24.0,98.0,High,Passed
WLI87576.1,50.38,115,38.0,74.0,Low,Failed
WLI87801.1,83.45,320,36.0,99.0,High,Passed
WLI88219.1,60.51,162,39.0,73.0,Low,Failed
WLI88223.1,36.63,127,24.0,49.0,Very Low,Failed
WLI88281.1,37.09,238,24.0,70.0,Very Low,Failed
WLI88301.1,83.61,379,48.0,98.0,High,Passed
WLI88322.1,60.91,311,24.0,96.0,Low,Failed
WLI88469.1,89.15,309,51.0,99.0,High,Passed
WLI88573.1,72.92,250,35.0,94.0,High,Passed
WLI88671.1,94.58,194,76.0,99.0,Very High,Passed
WLI88897.1,85.15,198,53.0,98.0,High,Passed
WLI89223.1,74.86,121,37.0,93.0,High,Passed
WLI89332.1,43.93,122,32.0,55.0,Very Low,Failed
WLI89351.1,89.03,233,43.0,99.0,High,Passed
WLI89487.1,46.21,126,36.0,56.0,Very Low,Failed
WLI89843.1,63.09,158,33.0,92.0,Low,Failed
WLI90012.1,36.27,201,23.0,81.0,Very Low,Failed
WLI90047.1,61.86,158,42.0,86.0,Low,Failed
WLI90092.1,70.74,174,48.0,88.0,High,Passed
WLI90247.1,48.11,174,20.0,80.0,Very Low,Failed
WLI90673.1,86.55,231,49.0,98.0,High,Passed
WLI90693.1,85.12,183,51.0,99.0,High,Passed
WLI90770.1,52.26,148,27.0,79.0,Low,Failed
WLI90815.1,82.14,310,33.0,99.0,High,Passed
WLI90971.1,71.4,146,40.0,91.0,High,Passed
WLI90995.1,35.6,135,23.0,53.0,Very Low,Failed
WLI91136.1,43.44,116,25.0,62.0,Very Low,Failed
WLI91169.1,96.76,257,80.0,99.0,Very High,Passed
WLI91187.1,83.94,373,49.0,99.0,High,Passed
WLI91320.1,78.3,289,40.0,96.0,High,Passed
WLI91418.1,92.28,321,44.0,98.0,Very High,Passed
WLI91724.1,43.47,290,27.0,63.0,Very Low,Failed
WWV48155.1,93.43,263,54.0,98.0,Very High,Passed
WWV48341.1,77.68,131,40.0,93.0,High,Passed
WWV48380.1,59.73,257,34.0,88.0,Low,Failed
WWV48450.1,46.82,153,25.0,82.0,Very Low,Failed
WWV48457.1,55.25,103,27.0,90.0,Low,Failed
WWV49224.1,51.32,129,39.0,81.0,Low,Failed
WWV49314.1,56.62,128,26.0,82.0,Low,Failed
WWV49589.1,37.58,140,28.0,50.0,Very Low,Failed
WWV49695.1,53.34,157,33.0,86.0,Low,Failed
WWV49748.1,83.8,383,37.0,99.0,High,Passed
WWV50070.1,56.92,323,27.0,94.0,Low,Failed
WWV50939.1,70.34,154,29.0,89.0,High,Passed
WWV51320.1,83.11,377,45.0,97.0,High,Passed
WWV51336.1,61.82,160,31.0,89.0,Low,Failed
WWV51832.1,78.67,244,49.0,98.0,High,Passed
WWV52253.1,90.19,200,58.0,98.0,Very High,Passed
WWV52401.1,88.97,123,41.0,97.0,High,Passed
WWV52471.1,81.3,109,43.0,95.0,High,Passed
WWV52669.1,37.18,170,25.0,64.0,Very Low,Failed
WWV53316.1,84.95,311,46.0,99.0,High,Passed
WWV53360.1,76.41,111,38.0,95.0,High,Passed
WWV53774.1,69.53,247,27.0,95.0,Low,Failed
WWV53778.1,40.64,148,30.0,55.0,Very Low,Failed
WWV54297.1,49.9,358,25.0,90.0,Very Low,Failed
WWV54306.1,62.52,395,29.0,89.0,Low,Failed
WWV54327.1,47.08,281,29.0,73.0,Very Low,Failed
WWV54365.1,34.89,263,23.0,64.0,Very Low,Failed
WWV54458.1,73.3,141,48.0,91.0,High,Passed
WWV54511.1,43.95,106,29.0,64.0,Very Low,Failed
WWV54587.1,42.57,143,30.0,61.0,Very Low,Failed
WWV54590.1,52.65,160,27.0,81.0,Low,Failed
WWV54653.1,55.22,193,29.0,91.0,Low,Failed
WWV54682.1,49.42,205,25.0,84.0,Very Low,Failed
WWV54774.1,43.66,163,27.0,79.0,Very Low,Failed
WWV54879.1,52.45,399,27.0,95.0,Low,Failed
WWV54885.1,37.75,164,27.0,63.0,Very Low,Failed
WWV54888.1,83.4,209,52.0,97.0,High,Passed
URF04241.1,78.34,276,36.0,98.0,High,Passed
WLI88218.1,82.89,310,43.0,98.0,High,Passed
WLI88792.1,97.53,253,78.0,99.0,Very High,Passed
WLI91233.1,88.05,129,68.0,93.0,High,Passed
WWV48650.1,85.23,381,63.0,97.0,High,Passed
WWV54963.1,33.67,135,24.0,52.0,Very Low,Failed
WWV54993.1,46.19,174,28.0,76.0,Very Low,Failed
WWV55018.1,63.94,279,31.0,87.0,Low,Failed
WWV55090.1,43.07,105,32.0,59.0,Very Low,Failed
WWV55119.1,38.79,295,24.0,65.0,Very Low,Failed
WWV55150.1,47.05,173,34.0,63.0,Very Low,Failed
WWV55169.1,45.74,140,27.0,72.0,Very Low,Failed
WWV55186.1,38.15,108,28.0,55.0,Very Low,Failed
WWV55225.1,78.98,190,31.0,95.0,High,Passed
WWV55267.1,45.27,200,22.0,91.0,Very Low,Failed
WWV55280.1,67.8,310,39.0,96.0,Low,Failed
WWV55281.1,65.29,263,35.0,90.0,Low,Failed
WWV55294.1,71.62,208,46.0,91.0,High,Passed
WWV55312.1,35.42,311,22.0,72.0,Very Low,Failed
WWV55425.1,61.17,145,37.0,89.0,Low,Failed
WWV55432.1,47.75,205,27.0,72.0,Very Low,Failed
WWV55469.1,39.86,124,27.0,58.0,Very Low,Failed
XYX32326.1,41.21,157,26.0,69.0,Very Low,Failed
XYX32797.1,51.8,128,40.0,78.0,Low,Failed
XYX33271.1,85.41,123,28.0,96.0,High,Passed
XYX33380.1,82.13,166,50.0,95.0,High,Passed
XYX33408.1,68.69,253,42.0,96.0,Low,Failed
XYX33488.1,85.3,173,58.0,97.0,High,Passed
XYX33510.1,65.78,102,30.0,87.0,Low,Failed
XYX33625.1,78.37,339,39.0,95.0,High,Passed
XYX33675.1,70.51,106,40.0,88.0,High,Passed
XYX33676.1,47.8,174,27.0,85.0,Very Low,Failed
XYX33779.1,51.63,126,37.0,71.0,Low,Failed
XYX33998.1,79.08,389,42.0,95.0,High,Passed
XYX34036.1,88.49,184,64.0,98.0,High,Passed
XYX34196.1,88.48,289,41.0,98.0,High,Passed
XYX34270.1,66.84,157,43.0,88.0,Low,Failed
XYX34316.1,55.63,199,28.0,88.0,Low,Failed
XYX34491.1,77.68,325,25.0,98.0,High,Passed
XYX34786.1,86.22,216,53.0,98.0,High,Passed
XYX35003.1,33.78,236,23.0,67.0,Very Low,Failed
XYX35075.1,57.19,339,28.0,85.0,Low,Failed
XYX35143.1,84.6,201,52.0,97.0,High,Passed
XYX35260.1,73.06,156,45.0,94.0,High,Passed
XYX35418.1,95.27,266,76.0,99.0,Very High,Passed
XYX35685.1,42.5,117,31.0,65.0,Very Low,Failed
XYX35869.1,53.15,168,28.0,77.0,Low,Failed
XYX35945.1,49.61,148,24.0,85.0,Very Low,Failed
XYX36171.1,81.05,116,55.0,93.0,High,Passed
XYX36997.1,48.47,112,33.0,71.0,Very Low,Failed
XYX37181.1,43.68,108,33.0,61.0,Very Low,Failed
XYX37261.1,58.48,154,30.0,89.0,Low,Failed
XYX37269.1,64.75,141,32.0,91.0,Low,Failed
XYX37275.1,42.06,108,33.0,60.0,Very Low,Failed
XYX37334.1,46.2,122,23.0,74.0,Very Low,Failed
XYX37410.1,69.4,144,41.0,88.0,Low,Failed
XYX37440.1,35.7,119,25.0,55.0,Very Low,Failed
XYX37506.1,85.37,246,56.0,96.0,High,Passed
XYX37509.1,88.04,254,47.0,99.0,High,Passed
XYX37807.1,90.15,172,50.0,98.0,Very High,Passed
XYX37909.1,89.62,275,62.0,99.0,High,Passed
XYX37911.1,72.3,138,38.0,88.0,High,Passed
XYX37921.1,91.03,239,70.0,99.0,Very High,Passed
XYX38008.1,62.13,144,35.0,91.0,Low,Failed
XYX38022.1,51.12,103,36.0,78.0,Low,Failed
XZG87033.1,43.91,181,30.0,81.0,Very Low,Failed
XZG87301.1,62.56,129,39.0,89.0,Low,Failed
XZG87375.1,88.36,232,53.0,98.0,High,Passed
XZG87416.1,79.33,212,45.0,98.0,High,Passed
XZG87417.1,42.31,176,32.0,62.0,Very Low,Failed
XZG87523.1,88.19,262,54.0,98.0,High,Passed
XZG87840.1,62.62,123,47.0,75.0,Low,Failed
XZG87991.1,86.63,272,46.0,98.0,High,Passed
XZG88024.1,85.31,224,59.0,97.0,High,Passed
XZG88169.1,88.28,202,62.0,98.0,High,Passed
XZG88291.1,64.61,152,30.0,89.0,Low,Failed
XZG88525.1,85.46,241,50.0,98.0,High,Passed
XZG88770.1,95.42,220,73.0,99.0,Very High,Passed
XZG88814.1,79.35,181,53.0,96.0,High,Passed
XZG89053.1,61.54,192,46.0,78.0,Low,Failed
XZG89111.1,86.99,139,53.0,95.0,High,Passed
XZG89653.1,87.67,175,47.0,97.0,High,Passed
XZG89684.1,51.77,228,38.0,79.0,Low,Failed
XZG90408.1,34.68,133,23.0,67.0,Very Low,Failed
YP_009031441.1,57.29,160,30.0,86.0,Low,Failed
