Protein_ID,Binding_Affinity,Grid_Center,Grid_Size,Status,Message,Timestamp
APC49445.1,-5.269,"(2.073, 1.908, -5.406)","(57.572, 65.698, 80.326)",Success,OK,2026-01-03T16:05:22.163714
APC49608.1,-5.672,"(0.612, 2.597, -1.236)","(61.206, 65.53, 76.034)",Success,OK,2026-01-03T16:05:40.086808
APC49676.1,-5.984,"(-0.34, 6.089, -3.537)","(62.814, 76.431, 78.327)",Success,OK,2026-01-03T16:05:59.632322
APC49710.1,-4.992,"(-4.691, -0.086, -1.826)","(62.051, 60.47, 79.022)",Success,OK,2026-01-03T16:06:16.438400
APC49715.1,-5.927,"(2.268, -5.008, 0.448)","(61.985, 75.949, 71.768)",Success,OK,2026-01-03T16:06:33.442265
APC49757.1,-5.134,"(0.276, -4.2, 1.915)","(59.439, 65.387, 62.527)",Success,OK,2026-01-03T16:06:48.548445
APC49916.1,-4.992,"(1.39, 2.168, -5.889)","(63.915, 52.4, 66.185)",Success,OK,2026-01-03T16:07:03.104984
APC50031.1,-5.431,"(4.274, -2.463, 0.654)","(78.336, 76.557, 77.202)",Success,OK,2026-01-03T16:07:21.580144
APC50208.1,-5.793,"(2.558, -0.542, -1.853)","(60.009, 51.081, 63.965)",Success,OK,2026-01-03T16:07:34.803112
CAD6368500.1,-5.503,"(6.787, 4.358, -5.18)","(83.463, 65.576, 73.427)",Success,OK,2026-01-03T16:07:53.079201
CAD6368588.1,-4.896,"(5.052, -15.314, -14.162)","(113.047, 98.446, 106.824)",Success,OK,2026-01-03T16:08:18.376027
CAD6368679.1,-5.536,"(-1.01, -6.877, -25.877)","(71.861, 74.592, 111.852)",Success,OK,2026-01-03T16:08:37.763199
CAD6368708.1,-4.889,"(2.849, 11.746, 20.496)","(110.845, 92.394, 126.0)",Success,OK,2026-01-03T16:09:03.810396
CAD6368741.1,-4.718,"(0.741, 0.872, 0.104)","(42.256, 50.165, 45.509)",Success,OK,2026-01-03T16:09:14.475922
CAD6513179.1,-6.537,"(-3.036, -6.821, -4.112)","(59.083, 62.26, 68.685)",Success,OK,2026-01-03T16:09:29.360564
CAD6513256.1,-5.713,"(-10.424, 10.397, 5.997)","(103.293, 74.904, 88.297)",Success,OK,2026-01-03T16:09:50.342504
CAD6513836.1,-5.046,"(-1.829, 10.386, 9.147)","(51.239, 85.117, 80.547)",Success,OK,2026-01-03T16:10:05.849890
CAD6515193.1,-5.881,"(4.007, 1.397, -0.347)","(68.311, 61.995, 67.797)",Success,OK,2026-01-03T16:10:21.674368
CAD6515298.1,-5.826,"(0.369, -1.338, -6.274)","(46.834, 45.613, 79.171)",Success,OK,2026-01-03T16:10:33.914480
CAD6515343.1,-5.135,"(4.289, -2.728, -4.451)","(76.426, 71.977, 80.257)",Success,OK,2026-01-03T16:10:52.572787
CAD6520716.1,-6.021,"(-0.063, 0.947, 0.925)","(46.407, 74.967, 83.337)",Success,OK,2026-01-03T16:11:07.519638
CAD6521665.1,-5.397,"(0.848, 2.199, -2.92)","(62.499, 65.514, 65.354)",Success,OK,2026-01-03T16:11:21.937227
CAD6521757.1,-4.515,"(2.664, 15.288, -2.416)","(55.721, 82.55, 72.907)",Success,OK,2026-01-03T16:11:37.976126
CAD6522349.1,-5.444,"(0.99, 0.71, 4.493)","(65.014, 69.392, 100.107)",Success,OK,2026-01-03T16:11:56.938156
CAD6523632.1,-6.156,"(8.34, 0.411, -4.147)","(74.044, 81.984, 80.442)",Success,OK,2026-01-03T16:12:14.251894
CAD6525059.1,-5.032,"(-6.25, 14.815, 15.953)","(98.055, 85.386, 105.93)",Success,OK,2026-01-03T16:12:34.888399
CAD6525671.1,-6.226,"(2.187, 2.501, -0.414)","(65.059, 59.022, 61.902)",Success,OK,2026-01-03T16:12:49.843786
CUR53895.1,-5.955,"(2.242, -1.305, -1.54)","(55.798, 49.451, 69.928)",Success,OK,2026-01-03T16:13:02.648115
CUR53949.1,-6.023,"(2.657, -7.988, -17.942)","(58.415, 84.178, 114.88)",Success,OK,2026-01-03T16:13:22.592007
CUR53977.1,-5.93,"(-1.982, 1.495, -9.723)","(66.5, 51.133, 74.109)",Success,OK,2026-01-03T16:13:37.530989
CUR54012.1,-4.563,"(5.45, 3.45, -18.325)","(81.568, 82.637, 126.0)",Success,OK,2026-01-03T16:13:55.692075
CUR54090.1,-5.653,"(1.932, -0.239, 1.222)","(49.024, 56.949, 67.406)",Success,OK,2026-01-03T16:14:09.534097
CUR54163.1,-5.226,"(-9.631, -1.66, -0.167)","(74.719, 52.808, 56.378)",Success,OK,2026-01-03T16:14:23.711499
CUR54182.1,-5.169,"(5.567, 1.175, -0.254)","(56.329, 53.703, 62.685)",Success,OK,2026-01-03T16:14:37.720092
CUR54183.1,-5.677,"(-0.146, 3.603, -3.803)","(59.999, 71.296, 73.144)",Success,OK,2026-01-03T16:14:54.165315
CUR54404.1,-6.598,"(-1.831, -0.909, -1.02)","(108.441, 70.789, 82.12)",Success,OK,2026-01-03T16:15:15.034616
CUR54439.1,-6.089,"(5.934, -1.888, 1.184)","(79.896, 55.438, 69.873)",Success,OK,2026-01-03T16:15:30.374000
CUR54455.1,-5.257,"(-2.01, 13.07, 4.246)","(104.806, 123.591, 104.294)",Success,OK,2026-01-03T16:15:52.937497
CUR54582.1,-5.703,"(-2.027, -0.527, 4.247)","(62.313, 52.141, 55.486)",Success,OK,2026-01-03T16:16:05.937184
CUR54593.1,-6.357,"(-4.388, -5.532, -7.548)","(67.59, 83.669, 75.148)",Success,OK,2026-01-03T16:16:24.053149
CUR54653.1,-5.089,"(-1.514, -6.067, 0.313)","(51.51, 83.957, 78.929)",Success,OK,2026-01-03T16:16:40.322782
CUR54751.1,-4.872,"(0.765, 1.433, -0.84)","(51.964, 53.933, 53.198)",Success,OK,2026-01-03T16:16:52.709216
CUR54753.1,-5.013,"(0.497, 2.68, 2.184)","(66.824, 58.781, 69.331)",Success,OK,2026-01-03T16:17:08.465837
CUR54822.1,-5.642,"(-2.584, -2.136, 3.329)","(55.549, 56.993, 64.681)",Success,OK,2026-01-03T16:17:21.915808
CUR54913.1,-6.386,"(-18.625, -3.551, -10.635)","(92.049, 60.227, 75.231)",Success,OK,2026-01-03T16:17:38.273235
CUR54918.1,-5.864,"(-3.538, -2.315, -1.01)","(50.878, 54.133, 59.703)",Success,OK,2026-01-03T16:17:52.054126
CUR54961.1,-5.351,"(-2.444, 2.35, 7.679)","(64.23, 59.968, 91.811)",Success,OK,2026-01-03T16:18:08.082896
CUR54986.1,-6.139,"(5.611, 7.026, 0.95)","(61.823, 68.534, 61.476)",Success,OK,2026-01-03T16:18:22.866827
CUR54988.1,-5.123,"(-3.604, 3.268, 3.421)","(50.377, 58.883, 67.342)",Success,OK,2026-01-03T16:18:36.343624
CUR55001.1,-5.287,"(10.768, 5.769, 1.398)","(80.172, 79.285, 112.383)",Success,OK,2026-01-03T16:18:57.875554
CUR55002.1,-5.892,"(2.812, 3.447, 14.327)","(61.761, 61.411, 87.535)",Success,OK,2026-01-03T16:19:13.776265
CUR55121.1,-5.859,"(11.152, -12.99, 14.311)","(87.57, 74.685, 94.111)",Success,OK,2026-01-03T16:19:34.189586
CUR55133.1,-4.958,"(1.974, -0.652, -0.623)","(47.979, 48.852, 56.876)",Success,OK,2026-01-03T16:19:46.631379
CUR55164.1,-5.795,"(6.054, 3.592, -6.079)","(78.482, 77.931, 83.046)",Success,OK,2026-01-03T16:20:04.708852
CUR55198.1,-5.613,"(-2.768, 1.744, 7.969)","(64.685, 75.162, 100.966)",Success,OK,2026-01-03T16:20:23.804567
CUR55208.1,-5.653,"(13.861, -5.755, -1.815)","(79.574, 57.725, 98.704)",Success,OK,2026-01-03T16:20:39.980852
CUR55222.1,-5.544,"(-2.919, 3.428, 3.887)","(48.454, 59.533, 66.122)",Success,OK,2026-01-03T16:20:52.692804
CUR55248.1,-5.886,"(0.668, -1.798, -1.995)","(57.05, 58.407, 60.376)",Success,OK,2026-01-03T16:21:07.198253
CUR55307.1,-5.9,"(3.338, 3.419, 4.186)","(62.398, 69.303, 76.1)",Success,OK,2026-01-03T16:21:22.991264
CUR55327.1,-5.608,"(-2.335, -1.202, 4.014)","(53.725, 61.258, 64.378)",Success,OK,2026-01-03T16:21:36.532311
CUR55330.1,-5.895,"(2.975, 1.475, 4.374)","(57.325, 56.894, 76.093)",Success,OK,2026-01-03T16:21:51.466759
CUR55540.1,-6.406,"(-1.031, -3.666, -2.974)","(55.686, 57.851, 63.166)",Success,OK,2026-01-03T16:22:05.683438
CUR55555.1,-6.292,"(2.607, -0.358, -2.652)","(60.4, 55.6, 56.569)",Success,OK,2026-01-03T16:22:18.765499
CUR55564.1,-7.006,"(1.216, 1.221, -4.936)","(61.246, 67.142, 75.721)",Success,OK,2026-01-03T16:22:34.970835
CUR55648.1,-4.628,"(-11.467, -4.861, 9.499)","(79.492, 58.566, 91.65)",Success,OK,2026-01-03T16:22:51.362595
CUR55688.1,-5.775,"(14.791, -2.552, -1.675)","(82.956, 110.091, 66.48)",Success,OK,2026-01-03T16:23:09.405515
CUR55749.1,-6.237,"(-3.822, 0.285, 0.443)","(56.225, 48.643, 54.895)",Success,OK,2026-01-03T16:23:22.171181
CUR55802.1,-4.895,"(19.948, 4.203, 8.6)","(108.589, 95.729, 84.811)",Success,OK,2026-01-03T16:23:43.678600
CUR55813.1,-6.53,"(1.492, -8.012, 8.671)","(67.337, 90.079, 95.792)",Success,OK,2026-01-03T16:24:03.683225
CUR55824.1,-4.766,"(2.79, 3.201, -1.032)","(48.179, 48.784, 59.902)",Success,OK,2026-01-03T16:24:16.022979
CUR55877.1,-4.807,"(-0.007, 0.374, 0.283)","(58.721, 52.123, 58.175)",Success,OK,2026-01-03T16:24:28.581179
CUR55892.1,-6.201,"(-3.747, 3.366, -10.549)","(58.741, 62.055, 86.218)",Success,OK,2026-01-03T16:24:44.815362
CUR55919.1,-4.894,"(-0.719, -0.184, -2.28)","(58.434, 51.474, 62.327)",Success,OK,2026-01-03T16:24:58.611105
CUR55941.1,-5.24,"(2.863, -0.692, 3.571)","(96.169, 91.463, 118.65)",Success,OK,2026-01-03T16:25:20.575942
CUR56022.1,-4.723,"(-14.082, -1.325, -5.369)","(95.121, 67.386, 72.254)",Success,OK,2026-01-03T16:25:36.949232
CUR56032.1,-5.837,"(0.359, 5.305, -5.032)","(61.919, 68.079, 61.049)",Success,OK,2026-01-03T16:25:51.686413
CUR56101.1,-4.483,"(4.341, -4.017, -26.785)","(63.895, 67.996, 121.124)",Success,OK,2026-01-03T16:26:11.055298
CUR56294.1,-5.559,"(2.475, -7.529, -6.63)","(69.696, 84.857, 86.525)",Success,OK,2026-01-03T16:26:29.858737
CUR56303.1,-5.231,"(-4.399, -5.767, -14.911)","(61.139, 65.065, 80.332)",Success,OK,2026-01-03T16:26:45.230157
CUR56327.1,-5.775,"(-2.797, 2.216, -1.434)","(76.896, 76.622, 96.233)",Success,OK,2026-01-03T16:27:05.043232
CUR56350.1,-6.024,"(-0.004, 0.995, 13.713)","(58.384, 70.077, 88.558)",Success,OK,2026-01-03T16:27:21.742004
CUR56405.1,-5.437,"(5.309, -5.87, 2.918)","(57.009, 57.307, 55.998)",Success,OK,2026-01-03T16:27:34.729928
CUR56414.1,-4.511,"(-25.006, 0.863, 14.753)","(117.562, 57.276, 103.054)",Success,OK,2026-01-03T16:27:55.181049
CUR56453.1,-5.956,"(-2.641, -3.099, -1.964)","(57.34, 61.207, 55.959)",Success,OK,2026-01-03T16:28:08.678353
CUR56486.1,-4.586,"(2.736, 4.311, -0.288)","(71.895, 62.783, 65.038)",Success,OK,2026-01-03T16:28:24.070934
CUR56545.1,-4.864,"(4.193, -8.364, -2.374)","(77.268, 80.476, 62.794)",Success,OK,2026-01-03T16:28:40.428647
CUR56582.1,-5.245,"(0.019, 5.333, 6.722)","(68.303, 68.921, 63.116)",Success,OK,2026-01-03T16:28:55.189780
CUR56625.1,-5.186,"(2.592, -5.183, 0.324)","(48.71, 55.369, 60.532)",Success,OK,2026-01-03T16:29:07.562639
CUR56735.1,-5.334,"(-6.534, -10.42, -3.796)","(71.446, 69.8, 71.718)",Success,OK,2026-01-03T16:29:23.595876
CUR56746.1,-5.757,"(0.07, -0.389, -13.258)","(60.177, 68.972, 104.973)",Success,OK,2026-01-03T16:29:41.143660
CUR56877.1,-6.19,"(2.046, 8.09, 6.877)","(62.984, 92.0, 81.825)",Success,OK,2026-01-03T16:29:59.933023
CUR56880.1,-6.385,"(-0.662, 22.958, 11.701)","(49.879, 93.657, 79.147)",Success,OK,2026-01-03T16:30:14.960050
CUR56945.1,-5.851,"(2.076, -0.838, -9.882)","(94.721, 65.127, 78.076)",Success,OK,2026-01-03T16:30:33.159721
CUR57023.1,-6.059,"(0.074, 1.819, -10.038)","(57.162, 59.267, 98.241)",Success,OK,2026-01-03T16:30:49.159423
CUR57093.1,-5.333,"(-1.766, -2.232, -1.058)","(66.919, 57.515, 93.267)",Success,OK,2026-01-03T16:31:06.709155
CUR57105.1,-5.028,"(1.778, 20.483, 16.141)","(52.77, 97.806, 91.216)",Success,OK,2026-01-03T16:31:24.652231
CUR57233.1,-5.015,"(6.346, 4.856, 3.056)","(67.446, 68.458, 91.352)",Success,OK,2026-01-03T16:31:40.169959
CUR57302.1,-5.66,"(-7.005, 20.902, 1.576)","(59.313, 96.341, 112.71)",Success,OK,2026-01-03T16:31:59.417546
CUR57303.1,-5.654,"(3.023, 2.725, 5.482)","(75.8, 65.842, 73.507)",Success,OK,2026-01-03T16:32:16.602830
CUR57317.1,-6.064,"(0.673, -0.445, 0.276)","(59.416, 61.522, 72.558)",Success,OK,2026-01-03T16:32:31.686150
CUR57336.1,-5.989,"(6.19, -16.501, 11.156)","(72.066, 86.3, 92.119)",Success,OK,2026-01-03T16:32:51.986212
CUR57358.1,-5.943,"(-0.159, 0.199, -1.618)","(81.604, 54.407, 71.618)",Success,OK,2026-01-03T16:33:08.279870
CUR57426.1,-5.948,"(-3.41, -1.7, -1.33)","(87.758, 43.19, 66.715)",Success,OK,2026-01-03T16:33:22.578027
CUR57479.1,-4.759,"(-1.277, 15.934, 18.818)","(61.929, 91.533, 126.0)",Success,OK,2026-01-03T16:33:40.072694
CUR57541.1,-5.513,"(10.528, -3.995, 3.492)","(76.64, 99.506, 87.297)",Success,OK,2026-01-03T16:34:00.382405
CUR57559.1,-5.59,"(0.463, -2.585, -5.367)","(51.694, 56.697, 58.733)",Success,OK,2026-01-03T16:34:13.070494
CUR57665.1,-6.389,"(-0.141, 0.774, -3.308)","(60.626, 65.008, 64.451)",Success,OK,2026-01-03T16:34:28.350859
CUR57669.1,-6.491,"(-0.973, -0.558, 7.451)","(54.213, 48.902, 87.438)",Success,OK,2026-01-03T16:34:42.445907
CUR57675.1,-3.946,"(8.831, 0.823, 14.19)","(68.533, 79.447, 126.0)",Success,OK,2026-01-03T16:34:59.333080
CUR57735.1,-6.593,"(2.259, -8.47, 1.499)","(62.884, 73.135, 61.628)",Success,OK,2026-01-03T16:35:14.654191
CUR57737.1,-4.454,"(-2.655, -1.379, -10.564)","(58.389, 50.444, 77.252)",Success,OK,2026-01-03T16:35:28.835421
CUR57791.1,-6.145,"(-3.992, -18.115, -5.72)","(58.884, 95.489, 64.345)",Success,OK,2026-01-03T16:35:45.176509
CUR57811.1,-5.335,"(5.995, 4.231, 2.861)","(70.76, 80.441, 126.0)",Success,OK,2026-01-03T16:36:06.540296
CUR57860.1,-6.723,"(-0.527, -2.112, -2.758)","(57.159, 57.464, 65.23)",Success,OK,2026-01-03T16:36:20.103008
CUR57888.1,-5.325,"(10.624, 11.781, 8.487)","(86.117, 100.269, 118.138)",Success,OK,2026-01-03T16:36:41.533467
CUR57901.1,-5.884,"(0.312, 2.387, -0.491)","(49.827, 57.658, 54.9)",Success,OK,2026-01-03T16:36:53.939837
CUR57915.1,-7.06,"(2.505, 3.852, 11.493)","(51.112, 57.194, 86.445)",Success,OK,2026-01-03T16:37:08.106875
CUR57944.1,-4.063,"(6.738, 2.788, -5.925)","(119.181, 102.119, 98.501)",Success,OK,2026-01-03T16:37:28.362502
CUR57970.1,-6.317,"(2.696, -16.357, 4.578)","(67.956, 87.442, 98.115)",Success,OK,2026-01-03T16:37:46.666794
CUR58069.1,-4.636,"(-0.386, -4.396, -2.408)","(49.793, 66.027, 75.498)",Success,OK,2026-01-03T16:38:01.736906
CUR58266.1,-5.437,"(-0.927, 10.489, -15.535)","(78.505, 81.079, 99.753)",Success,OK,2026-01-03T16:38:22.321326
CUR58320.1,-5.822,"(1.192, -0.024, 2.809)","(49.876, 68.819, 73.348)",Success,OK,2026-01-03T16:38:37.127726
CUR58425.1,-5.297,"(1.885, 12.718, -12.287)","(53.654, 84.107, 95.671)",Success,OK,2026-01-03T16:38:56.889975
CUR58530.1,-4.842,"(-0.669, 1.668, -0.797)","(43.86, 47.115, 47.45)",Success,OK,2026-01-03T16:39:09.864870
CUR58547.1,-4.763,"(-5.924, -7.749, 5.758)","(69.37, 88.233, 111.152)",Success,OK,2026-01-03T16:39:35.168086
CUR58575.1,-5.132,"(-0.605, 1.668, -4.421)","(69.359, 67.117, 83.415)",Success,OK,2026-01-03T16:39:55.966644
CUR58642.1,-5.613,"(-2.547, -15.467, 0.156)","(67.816, 87.88, 67.138)",Success,OK,2026-01-03T16:40:12.860501
CUR58670.1,-6.307,"(1.105, 4.454, -4.282)","(63.822, 67.352, 76.42)",Success,OK,2026-01-03T16:40:29.945847
CUR58680.1,-5.993,"(3.765, -0.718, -5.441)","(60.214, 76.455, 76.111)",Success,OK,2026-01-03T16:40:46.510241
CUR58845.1,-4.469,"(8.062, 5.539, 3.474)","(67.696, 80.416, 102.387)",Success,OK,2026-01-03T16:41:02.488307
CUR58908.1,-5.302,"(-5.799, 2.209, -6.22)","(70.338, 68.646, 82.758)",Success,OK,2026-01-03T16:41:19.729235
CUR58940.1,-6.308,"(0.693, -5.797, 1.704)","(56.205, 68.782, 62.133)",Success,OK,2026-01-03T16:41:33.431418
CUR58941.1,-5.173,"(-5.499, 5.241, -4.214)","(69.066, 112.551, 78.699)",Success,OK,2026-01-03T16:41:54.668130
CUR58963.1,-5.429,"(-0.885, -5.674, 1.128)","(70.943, 70.213, 91.366)",Success,OK,2026-01-03T16:42:14.434228
CUR59129.1,-4.888,"(-3.982, 0.279, -0.891)","(50.47, 51.03, 55.592)",Success,OK,2026-01-03T16:42:28.095133
CUR59171.1,-5.52,"(-0.737, -1.03, -0.508)","(63.105, 46.512, 50.911)",Success,OK,2026-01-03T16:42:43.470264
CUR59175.1,-5.092,"(10.662, -4.009, -8.45)","(83.668, 91.543, 126.0)",Success,OK,2026-01-03T16:43:07.023407
CUR59351.1,-4.95,"(0.161, 3.338, -4.744)","(58.284, 55.237, 65.73)",Success,OK,2026-01-03T16:43:20.531168
CUR59386.1,-5.194,"(13.463, -6.31, -2.182)","(82.971, 74.275, 82.532)",Success,OK,2026-01-03T16:43:40.416766
CUR59471.1,-4.911,"(-9.339, -0.945, -14.148)","(75.95, 49.741, 98.476)",Success,OK,2026-01-03T16:43:58.830275
CUR59507.1,-5.35,"(-18.212, 2.622, -10.008)","(83.149, 56.634, 80.589)",Success,OK,2026-01-03T16:44:14.774944
CUR59531.1,-5.85,"(0.412, -4.49, -1.675)","(52.155, 58.459, 53.317)",Success,OK,2026-01-03T16:44:29.125865
CUR59599.1,-5.23,"(6.554, -9.188, 1.935)","(71.179, 55.449, 68.008)",Success,OK,2026-01-03T16:44:42.615660
CUR59602.1,-6.039,"(0.234, 2.822, 15.995)","(126.0, 112.359, 90.6)",Success,OK,2026-01-03T16:45:08.912051
CUR59625.1,-7.212,"(-1.748, -2.536, 23.155)","(54.031, 61.395, 104.253)",Success,OK,2026-01-03T16:45:27.624002
CUR59768.1,-6.099,"(5.424, -3.087, 2.265)","(70.23, 68.572, 67.96)",Success,OK,2026-01-03T16:45:44.153888
CUR59860.1,-5.44,"(3.248, -1.072, 5.751)","(59.127, 51.825, 79.058)",Success,OK,2026-01-03T16:46:00.590926
CUR59870.1,-5.447,"(3.636, -1.133, -3.763)","(61.527, 58.449, 72.859)",Success,OK,2026-01-03T16:46:18.193648
CUR59941.1,-6.147,"(1.367, -0.034, -2.678)","(58.817, 57.403, 59.887)",Success,OK,2026-01-03T16:46:34.500101
CUR59957.1,-5.304,"(-0.562, -5.05, 22.308)","(57.722, 84.379, 112.769)",Success,OK,2026-01-03T16:46:54.760433
CUR60159.1,-5.11,"(-11.423, 12.582, -3.912)","(70.245, 107.927, 116.499)",Success,OK,2026-01-03T16:47:16.493791
CUR60207.1,-6.123,"(-2.097, -0.473, -9.236)","(50.948, 51.108, 81.812)",Success,OK,2026-01-03T16:47:29.988841
CUR60218.1,-6.277,"(-7.711, -4.378, 0.882)","(67.365, 55.036, 61.008)",Success,OK,2026-01-03T16:47:44.709717
CUR60272.1,-5.411,"(1.491, 2.97, 8.659)","(56.746, 72.723, 83.524)",Success,OK,2026-01-03T16:47:59.826885
CUR60289.1,-4.806,"(3.085, -10.024, -9.608)","(60.217, 74.531, 92.429)",Success,OK,2026-01-03T16:48:15.923090
CUR60352.1,-5.5,"(-2.323, 2.447, -12.263)","(68.963, 64.371, 87.766)",Success,OK,2026-01-03T16:48:36.144813
CUR60394.1,-5.247,"(0.316, -4.588, -21.903)","(60.027, 73.29, 104.209)",Success,OK,2026-01-03T16:48:55.023476
CUR60442.1,-4.906,"(2.479, -0.21, 1.644)","(49.329, 49.459, 50.373)",Success,OK,2026-01-03T16:49:06.562423
CUR60538.1,-4.762,"(5.853, 16.225, 14.153)","(84.27, 118.622, 119.358)",Success,OK,2026-01-03T16:49:29.100488
CUR60540.1,-5.46,"(-6.954, -11.377, 15.045)","(65.379, 82.447, 86.648)",Success,OK,2026-01-03T16:49:46.020991
CUR60573.1,-5.287,"(0.12, -15.451, 3.508)","(58.372, 84.823, 65.382)",Success,OK,2026-01-03T16:50:01.406717
CUR60575.1,-6.804,"(1.22, 5.017, 2.294)","(61.668, 87.157, 90.727)",Success,OK,2026-01-03T16:50:18.279147
CUR60590.1,-4.92,"(-8.76, 9.089, -9.817)","(80.982, 73.186, 84.534)",Success,OK,2026-01-03T16:50:34.859231
CUR60616.1,-4.84,"(4.509, 0.192, 19.697)","(75.087, 69.312, 115.1)",Success,OK,2026-01-03T16:50:54.111132
CUR60796.1,-5.84,"(-3.984, -4.497, 3.463)","(60.733, 74.359, 72.765)",Success,OK,2026-01-03T16:51:10.182221
CUR60818.1,-5.739,"(-1.648, -10.487, -5.847)","(58.062, 85.37, 92.555)",Success,OK,2026-01-03T16:51:27.155553
CUR60820.1,-5.773,"(0.336, -5.446, 1.223)","(57.843, 64.511, 70.774)",Success,OK,2026-01-03T16:51:41.645790
CUR60825.1,-7.058,"(1.108, -0.589, 0.953)","(56.07, 54.208, 67.196)",Success,OK,2026-01-03T16:51:54.476364
CUR60938.1,-5.045,"(-7.188, -0.825, -14.096)","(69.691, 51.829, 77.851)",Success,OK,2026-01-03T16:52:09.667111
CUR60947.1,-5.843,"(1.396, -0.384, -5.66)","(57.067, 66.619, 70.313)",Success,OK,2026-01-03T16:52:25.390916
CUR60957.1,-5.751,"(1.612, -0.485, -6.153)","(58.508, 71.443, 76.636)",Success,OK,2026-01-03T16:52:42.876396
CUR60992.1,-6.203,"(0.726, -0.437, -6.182)","(56.469, 64.237, 60.642)",Success,OK,2026-01-03T16:52:58.683691
CUR61019.1,-5.419,"(-1.16, 11.477, 24.45)","(57.363, 78.22, 126.0)",Success,OK,2026-01-03T16:53:17.373254
CUR61201.1,-5.97,"(-1.941, 5.211, 2.045)","(54.584, 61.447, 66.751)",Success,OK,2026-01-03T16:53:31.299262
CUR61270.1,-5.786,"(-1.682, 4.418, 0.944)","(55.156, 62.329, 62.704)",Success,OK,2026-01-03T16:53:45.911754
CUR61389.1,-5.618,"(-9.3, 6.811, -9.918)","(70.209, 76.742, 94.677)",Success,OK,2026-01-03T16:54:04.649493
CUR61456.1,-5.048,"(0.854, 1.186, 4.146)","(59.09, 51.548, 65.96)",Success,OK,2026-01-03T16:54:18.089364
CUR61469.1,-5.094,"(1.721, -0.141, -8.475)","(52.342, 61.395, 79.948)",Success,OK,2026-01-03T16:54:33.202047
CUR61535.1,-4.598,"(25.806, 6.51, 4.541)","(119.133, 69.017, 80.168)",Success,OK,2026-01-03T16:54:53.980678
CUR61601.1,-4.709,"(8.889, -2.945, -14.464)","(116.975, 64.253, 102.141)",Success,OK,2026-01-03T16:55:13.895007
CUR61633.1,-5.36,"(-2.184, -2.59, -3.059)","(82.736, 99.169, 79.559)",Success,OK,2026-01-03T16:55:33.701188
CUR61709.1,-5.205,"(0.031, 1.857, 1.376)","(66.632, 58.987, 69.944)",Success,OK,2026-01-03T16:55:49.386306
CUR61782.1,-5.405,"(4.426, 4.46, -2.143)","(72.908, 68.596, 86.673)",Success,OK,2026-01-03T16:56:06.403171
CUR61873.1,-5.529,"(18.53, 12.489, -0.931)","(93.127, 87.359, 58.078)",Success,OK,2026-01-03T16:56:23.947745
CUR61893.1,-4.984,"(-2.935, -35.859, -0.592)","(69.878, 126.0, 61.192)",Success,OK,2026-01-03T16:56:41.508961
CUR61915.1,-5.853,"(0.374, -0.194, -1.962)","(53.148, 57.223, 58.792)",Success,OK,2026-01-03T16:56:53.871000
CUR61928.1,-4.992,"(0.754, 0.39, -0.596)","(81.052, 54.289, 70.594)",Success,OK,2026-01-03T16:57:09.482692
CUR61988.1,-4.28,"(-2.317, 1.402, -0.333)","(80.829, 87.604, 65.163)",Success,OK,2026-01-03T16:57:25.078390
CUR62103.1,-4.706,"(-0.979, 1.133, -3.421)","(44.859, 32.959, 114.293)",Success,OK,2026-01-03T16:57:37.395270
CUR62216.1,-6.094,"(2.195, -8.94, 19.186)","(73.427, 101.322, 104.451)",Success,OK,2026-01-03T16:57:58.581659
CUR62221.1,-4.518,"(-5.873, 16.657, 6.114)","(111.344, 83.857, 90.935)",Success,OK,2026-01-03T16:58:16.316757
CUR62249.1,-4.892,"(-14.394, 0.324, 8.407)","(78.598, 47.471, 85.282)",Success,OK,2026-01-03T16:58:30.345495
CUR62266.1,-5.761,"(-2.181, -6.892, 2.922)","(63.094, 57.102, 121.994)",Success,OK,2026-01-03T16:58:46.069329
CUR62346.1,-4.945,"(-2.488, -5.335, 2.085)","(91.73, 71.615, 119.886)",Success,OK,2026-01-03T16:59:04.612072
CUR62387.1,-5.582,"(2.932, 2.454, 11.153)","(59.75, 64.814, 95.93)",Success,OK,2026-01-03T16:59:19.355985
CUR62391.1,-5.666,"(-5.082, 1.82, 3.434)","(57.342, 60.793, 84.102)",Success,OK,2026-01-03T16:59:33.832235
CUR62414.1,-5.21,"(1.009, -2.598, 2.014)","(65.795, 56.778, 56.201)",Success,OK,2026-01-03T23:54:30.442652
CUR62437.1,-5.593,"(-4.043, 5.591, -2.594)","(69.952, 71.934, 71.77)",Success,OK,2026-01-03T23:54:47.025666
CUR62453.1,-6.722,"(-0.585, 0.687, 0.862)","(56.027, 49.693, 69.85)",Success,OK,2026-01-03T23:55:00.632692
CUR62480.1,-5.299,"(0.966, -1.744, -2.009)","(72.555, 61.618, 79.376)",Success,OK,2026-01-03T23:55:18.564013
CUR62482.1,-5.266,"(3.398, -1.629, 1.693)","(60.696, 59.977, 60.919)",Success,OK,2026-01-03T23:55:33.047288
DBA35226.1,-4.701,"(-1.001, 6.441, 12.348)","(46.398, 53.072, 84.45)",Success,OK,2026-01-03T23:55:46.981456
EIW87480.1,-5.912,"(0.03, -0.312, 0.229)","(57.987, 59.998, 60.909)",Success,OK,2026-01-03T23:56:01.229462
